Player Health, Player Score, Companion Health, Companion Score, Companion Distance, Enemy Count
1453734595, 45, 7, 45, 0, 30.55597, 20
1453734595, 45, 7, 45, 0, 30.88407, 20
1453734595, 45, 7, 45, 0, 30.81418, 20
1453734595, 45, 7, 45, 0, 30.3274, 20
1453734595, 45, 9, 45, 0, 29.76635, 20
1453734595, 45, 9, 45, 0, 29.44612, 20
1453734595, 45, 14, 45, 0, 29.10984, 20
1453734595, 45, 15, 45, 0, 28.81882, 20
1453734595, 45, 15, 45, 0, 28.54053, 20
1453734595, 45, 15, 45, 0, 28.27918, 20
1453734595, 45, 15, 45, 0, 28.03883, 20
1453734595, 45, 15, 45, 0, 27.82253, 20
1453734595, 45, 15, 45, 0, 27.62749, 20
1453734595, 45, 15, 45, 0, 27.45472, 20
1453734595, 45, 15, 45, 0, 27.30363, 20
1453734595, 45, 15, 45, 0, 27.17576, 20
1453734595, 45, 15, 45, 0, 27.07314, 20
1453734595, 45, 15, 45, 0, 26.99454, 20
1453734595, 45, 15, 45, 0, 26.94021, 20
1453734595, 45, 15, 45, 0, 26.91016, 20
1453734595, 45, 15, 45, 0, 26.90521, 20
1453734595, 45, 15, 45, 0, 26.92454, 20
1453734595, 45, 15, 45, 0, 26.96848, 20
1453734595, 45, 15, 45, 0, 27.03786, 20
1453734595, 45, 15, 45, 0, 27.13054, 20
1453734595, 45, 15, 45, 0, 27.78719, 20
1453734595, 40, 0, 40, 0, 55.49063, 10
1453734595, 40, 0, 40, 0, 54.17524, 10
1453734595, 40, 0, 40, 0, 50.86545, 10
1453734595, 40, 0, 40, 0, 46.31507, 10
1453734595, 40, 0, 40, 0, 43.17936, 10
1453734595, 40, 0, 40, 0, 41.02585, 10
1453734595, 40, 0, 40, 0, 40.42418, 10
1453734595, 40, 0, 40, 0, 41.22238, 10
1453734595, 40, 0, 40, 0, 41.97134, 10
1453734595, 40, 0, 40, 0, 43.16457, 10
1453734595, 40, 0, 40, 0, 44.25426, 10
1453734595, 40, 1, 40, 0, 45.2807, 10
1453734595, 40, 1, 40, 0, 46.30188, 10
1453734595, 40, 2, 40, 0, 47.38748, 10
1453734595, 40, 3, 40, 0, 48.11914, 10
1453734595, 40, 3, 40, 0, 49.69657, 10
1453734595, 40, 3, 40, 0, 51.72173, 10
1453734595, 40, 3, 40, 0, 53.62709, 10
1453734595, 40, 3, 40, 0, 55.40425, 10
1453734595, 40, 3, 40, 0, 57.11063, 10
1453734595, 40, 3, 40, 0, 60.67106, 10
1453734595, 40, 3, 40, 0, 66.2339, 10
1453734595, 40, 3, 40, 0, 69.53765, 10
1453734595, 40, 3, 40, 0, 65.97923, 10
1453734595, 40, 6, 40, 0, 61.96332, 10
1453734595, 45, 7, 45, 0, 57.85422, 20
1453734595, 45, 7, 45, 0, 53.68468, 20
1453734595, 45, 7, 45, 0, 49.69732, 20
1453734595, 45, 7, 45, 0, 45.66306, 20
1453734595, 45, 7, 45, 0, 41.71919, 20
1453734595, 45, 7, 45, 0, 38.24052, 20
1453734595, 45, 7, 45, 0, 35.72754, 20
1453734595, 45, 7, 45, 0, 33.64731, 20
1453734595, 45, 7, 45, 0, 31.78398, 20
1453734595, 45, 7, 45, 0, 30.55597, 20
1453734595, 45, 7, 45, 0, 30.88407, 20
1453734595, 45, 7, 45, 0, 30.81418, 20
1453734595, 45, 7, 45, 0, 30.3274, 20
1453734595, 45, 9, 45, 0, 29.76635, 20
1453734595, 45, 9, 45, 0, 29.44612, 20
1453734595, 45, 14, 45, 0, 29.10984, 20
1453734595, 45, 15, 45, 0, 28.81882, 20
1453734595, 45, 15, 45, 0, 28.54053, 20
1453734595, 45, 15, 45, 0, 28.27918, 20
1453734595, 45, 15, 45, 0, 28.03883, 20
1453734595, 45, 15, 45, 0, 27.82253, 20
1453734595, 45, 15, 45, 0, 27.62749, 20
1453734595, 45, 15, 45, 0, 27.45472, 20
1453734595, 45, 15, 45, 0, 27.30363, 20
1453734595, 45, 15, 45, 0, 27.17576, 20
1453734595, 45, 15, 45, 0, 27.07314, 20
1453734595, 45, 15, 45, 0, 26.99454, 20
1453734595, 45, 15, 45, 0, 26.94021, 20
1453734595, 45, 15, 45, 0, 26.91016, 20
1453734595, 45, 15, 45, 0, 26.90521, 20
1453734595, 45, 15, 45, 0, 26.92454, 20
1453734595, 45, 15, 45, 0, 26.96848, 20
1453734595, 45, 15, 45, 0, 27.03786, 20
1453734595, 45, 15, 45, 0, 27.13054, 20
1453734595, 45, 15, 45, 0, 27.78719, 20
1453734595, 45, 15, 45, 0, 29.1003, 20
1453734595, 45, 15, 45, 0, 29.30994, 20
1453734595, 45, 15, 45, 0, 29.50744, 20
1453734595, 45, 15, 45, 0, 30.34312, 20
1453734595, 45, 15, 45, 0, 33.99214, 20
1453734595, 45, 15, 45, 0, 38.32595, 20
1453734595, 45, 15, 45, 0, 42.73571, 20
1453734595, 45, 15, 45, 0, 47.1207, 20
1453734595, 45, 16, 45, 0, 51.39988, 20
1453734595, 50, 17, 50, 0, 56.04714, 30
1453734595, 50, 20, 50, 0, 60.60579, 30
1453734595, 50, 21, 50, 0, 65.01694, 30
1453734595, 50, 22, 50, 0, 69.57263, 30
1453734595, 50, 24, 50, 0, 74.02283, 30
1453734595, 50, 24, 50, 0, 78.5483, 30
1453734595, 50, 25, 50, 0, 83.13485, 30
1453734595, 55, 27, 55, 0, 87.5728, 40
1453734595, 55, 32, 55, 0, 92.11404, 40
1453734595, 55, 33, 55, 0, 96.77058, 40
1453734595, 55, 33, 55, 0, 101.4114, 40
1453734595, 55, 34, 55, 0, 105.9502, 40
1453734595, 55, 34, 55, 0, 110.5342, 40
1453734595, 55, 34, 55, 0, 115.0042, 40
1453734595, 55, 34, 55, 0, 119.39, 40
1453734595, 55, 36, 55, 0, 124.0167, 40
1453734595, 60, 38, 60, 0, 128.4606, 50
1453734595, 60, 42, 60, 0, 133.1875, 50
1453734595, 60, 46, 60, 0, 137.8021, 50
1453734595, 60, 46, 60, 0, 142.2208, 50
1453734595, 65, 47, 65, 0, 146.7086, 60
1453734863, 40, 0, 40, 0, 86.79665, 10
1453734863, 40, 0, 40, 0, 82.09639, 10
1453734863, 45, 8, 45, 0, 76.75446, 20
1453734863, 45, 9, 45, 0, 73.08049, 20
1453734863, 45, 17, 45, 0, 69.93241, 20
1453734863, 50, 20, 50, 0, 67.37727, 30
1453734863, 55, 27, 55, 0, 66.02588, 40
1453734863, 50, 33, 55, 0, 65.64538, 40
1453734863, 13, 35, 55, 0, 64.72676, 40
1453734863, 18, 38, 60, 0, 64.57413, 50
1453734863, 18, 42, 60, 0, 66.69494, 50
1453734863, 18, 46, 60, 0, 71.57545, 50
1453734863, 18, 46, 60, 0, 76.59228, 50
1453734863, 18, 46, 60, 0, 84.16807, 50
1453734863, 18, 46, 60, 0, 91.64561, 50
1453734863, 18, 46, 60, 0, 97.86762, 50
1453734863, 18, 46, 60, 0, 102.788, 50
1453734863, 18, 46, 60, 0, 107.263, 50
1453734863, 18, 46, 60, 0, 109.2702, 50
1453734863, 18, 46, 60, 0, 108.3429, 50
1453734863, 18, 46, 60, 0, 107.7236, 50
1453734863, 18, 46, 60, 0, 107.1691, 50
1453734863, 18, 46, 60, 0, 106.1604, 50
1453734863, 18, 46, 60, 0, 107.735, 50
1453734863, 18, 46, 60, 0, 115.2323, 50
1453734863, 18, 46, 60, 0, 126.6189, 50
1453734863, 18, 46, 60, 0, 139.1468, 50
1453734863, 18, 46, 60, 0, 151.9296, 50
1453734863, 18, 46, 60, 0, 160.1176, 50
1453734863, 18, 46, 60, 0, 164.0049, 50
1453735088, 40, 0, 40, 0, 37.59478, 10
1453735088, 40, 1, 40, 0, 33.67822, 9
1453735088, 40, 6, 40, 0, 28.88911, 4
1453735088, 40, 6, 40, 0, 26.6048, 4
1453735088, 45, 7, 45, 0, 28.14677, 13
1453735088, 45, 7, 45, 0, 31.00201, 13
1453735088, 45, 7, 45, 0, 34.13259, 13
1453735088, 45, 7, 45, 0, 37.63824, 13
1453735088, 45, 7, 45, 0, 42.03981, 13
1453735088, 45, 7, 45, 0, 46.4321, 13
1453735088, 45, 7, 45, 0, 48.7028, 13
1453735088, 45, 7, 45, 0, 50.59625, 13
1453735088, 45, 7, 45, 0, 53.53156, 13
1453735088, 45, 7, 45, 0, 55.65031, 13
1453735088, 45, 7, 45, 0, 57.80586, 13
1453735088, 45, 7, 45, 0, 60.26475, 13
1453735088, 45, 7, 45, 0, 62.52774, 13
1453735088, 45, 7, 45, 0, 64.44032, 13
1453735088, 45, 7, 45, 0, 66.73896, 13
1453735088, 45, 8, 45, 0, 69.64765, 12
1453735088, 45, 8, 45, 0, 74.64658, 12
1453735088, 45, 9, 45, 0, 79.62926, 11
1453735088, 45, 9, 45, 0, 84.37119, 11
1453735088, 45, 9, 45, 0, 88.91869, 11
1453735088, 45, 9, 45, 0, 93.27536, 11
1453735088, 45, 9, 45, 0, 97.15675, 11
1453735088, 45, 9, 45, 0, 101.2907, 11
1453735088, 45, 9, 45, 0, 108.2289, 11
1453735088, 45, 9, 45, 0, 115.6939, 11
1453735088, 45, 9, 45, 0, 121.9064, 11
1453896251, 40, 0, 40, 0, 68.94864, 10
1453896251, 40, 0, 40, 0, 66.37725, 10
1453896251, 40, 0, 40, 0, 61.9795, 10
1453896251, 40, 0, 40, 0, 56.75951, 10
1453896251, 40, 0, 40, 0, 51.66651, 10
1453896251, 40, 0, 40, 0, 47.32731, 10
1453896251, 40, 0, 40, 0, 44.74633, 10
1453896251, 40, 0, 40, 0, 43.16637, 10
1453896251, 40, 0, 40, 0, 41.18536, 10
1453896251, 40, 0, 40, 0, 39.10625, 10
1453896251, 40, 0, 40, 0, 37.4771, 10
1453896251, 40, 0, 40, 0, 36.04243, 10
1453896251, 40, 0, 40, 0, 34.12114, 10
1453896251, 40, 0, 40, 0, 32.5614, 10
1453896251, 40, 0, 40, 0, 33.43286, 10
1453896251, 40, 0, 40, 0, 36.23309, 10
1453896251, 40, 0, 40, 0, 39.51699, 10
1453896251, 40, 0, 40, 0, 43.20974, 10
1453896251, 40, 0, 40, 0, 47.75622, 10
1453896251, 40, 0, 40, 0, 52.39484, 10
1453896251, 40, 0, 40, 0, 56.7079, 10
1453896251, 40, 0, 40, 0, 59.78025, 10
1453896251, 40, 0, 40, 0, 61.33857, 10
1453896251, 40, 0, 40, 0, 62.63619, 10
1453896251, 40, 0, 40, 0, 64.26379, 10
1453896251, 40, 0, 40, 0, 66.89538, 10
1453896251, 40, 0, 40, 0, 71.36114, 10
1453896251, 40, 0, 40, 0, 76.07297, 10
1453896251, 40, 0, 40, 0, 81.58817, 10
1453896251, 40, 0, 40, 0, 87.15386, 10
1453896448, 40, 0, 40, 1, 66.92529, 10
1453896448, 40, 0, 40, 1, 67.77979, 10
1453896448, 40, 0, 40, 1, 69.67652, 10
1453896448, 40, 0, 40, 1, 71.9194, 10
1453896448, 40, 0, 40, 1, 74.3915, 10
1453896448, 40, 0, 40, 1, 76.93712, 10
1453896448, 40, 0, 40, 1, 78.47299, 10
1453896448, 40, 0, 40, 1, 78.94296, 10
1453896448, 40, 0, 40, 1, 81.09001, 10
1453896448, 40, 0, 40, 1, 83.48318, 10
1453896448, 40, 0, 40, 1, 87.39261, 10
1453896448, 40, 0, 40, 1, 91.88174, 10
1453896448, 40, 0, 40, 1, 96.16804, 10
1453896448, 40, 0, 40, 1, 100.4653, 10
1453896448, 40, 0, 40, 1, 104.9469, 10
1453896448, 40, 0, 40, 1, 109.6038, 10
1453896448, 40, 0, 40, 1, 114.2179, 10
1453896448, 40, 0, 40, 1, 118.7594, 10
1453896448, 40, 0, 40, 1, 124.1576, 10
1453896448, 40, 0, 40, 1, 129.0058, 10
1453896448, 40, 0, 40, 1, 133.752, 10
1453896448, 40, 0, 40, 1, 138.3638, 10
1453896448, 40, 0, 40, 1, 143.2112, 10
1453896448, 40, 0, 40, 1, 148.5775, 10
1453896448, 40, 0, 40, 1, 155.0438, 10
1453896448, 40, 0, 40, 1, 160.7948, 10
1453896448, 40, 0, 40, 1, 168.3666, 10
1453896448, 40, 0, 40, 1, 175.7096, 10
1453896448, 40, 0, 40, 1, 181.7251, 10
1453896448, 40, 0, 40, 1, 188.2874, 10
1453896742, 40, 0, 40, 0, 72.84171, 10
1453896742, 40, 0, 40, 0, 76.55164, 10
1453896742, 40, 0, 40, 0, 81.72289, 10
1453896742, 40, 0, 40, 0, 87.19698, 10
1453896742, 40, 0, 40, 0, 92.5001, 10
1453896742, 40, 0, 40, 0, 97.59731, 10
1453896742, 40, 0, 40, 0, 102.7483, 10
1453896742, 40, 0, 40, 0, 108.295, 10
1453896742, 40, 0, 40, 0, 113.6222, 10
1453896742, 40, 0, 40, 0, 118.682, 10
1453896742, 40, 0, 40, 0, 123.7746, 10
1453896742, 40, 0, 40, 0, 128.5854, 10
1453896742, 40, 0, 40, 0, 133.0318, 10
1453896742, 40, 0, 40, 0, 137.1087, 10
1453896742, 40, 0, 40, 0, 141.4444, 10
1453896742, 40, 0, 40, 0, 144.9607, 10
1453896742, 40, 0, 40, 0, 147.5066, 10
1453896742, 40, 0, 40, 0, 149.5798, 10
1453896742, 40, 0, 40, 0, 151.0762, 10
1453896742, 40, 0, 40, 0, 152.0259, 10
1453896742, 40, 0, 40, 0, 151.158, 10
1453896742, 40, 0, 9, 1, 148.3719, 10
1453896742, 40, 0, 9, 1, 145.647, 10
1453896742, 40, 0, 9, 1, 142.4437, 10
1453896742, 40, 0, 9, 1, 138.2188, 10
1453896742, 40, 0, 9, 1, 133.2865, 10
1453896742, 40, 0, 9, 1, 127.8236, 10
1453896742, 40, 0, 9, 1, 122.6791, 10
1453896742, 40, 0, 9, 1, 117.6178, 10
1453896742, 40, 0, 9, 1, 112.068, 10
1453896978, 40, 0, 40, 0, 23.54565, 10
1453896978, 40, 0, 40, 0, 26.52227, 10
1453896978, 40, 0, 40, 0, 30.96289, 10
1453896978, 40, 0, 40, 1, 35.52132, 10
1453896978, 40, 0, 40, 1, 40.50815, 10
1453896978, 40, 0, 40, 1, 45.40898, 10
1453896978, 40, 0, 40, 1, 50.09948, 10
1453896978, 40, 0, 40, 1, 54.98961, 10
1453896978, 40, 0, 40, 1, 59.98814, 10
1453896978, 40, 0, 40, 1, 64.64951, 10
1453896978, 40, 0, 40, 1, 68.95773, 10
1453896978, 40, 0, 40, 1, 74.07435, 10
1453896978, 40, 0, 40, 1, 79.71991, 10
1453896978, 40, 0, 40, 1, 85.50196, 10
1453896978, 40, 0, 40, 1, 92.37476, 10
1453896978, 40, 0, 40, 1, 93.84576, 10
1453896978, 40, 0, 40, 1, 89.42016, 10
1453896978, 40, 0, 37, 2, 83.34078, 10
1453896978, 40, 0, 37, 2, 77.43443, 10
1453896978, 40, 0, 37, 2, 70.78413, 10
1453896978, 40, 0, 37, 2, 64.61796, 10
1453896978, 40, 0, 37, 2, 58.92561, 10
1453896978, 40, 0, 37, 2, 54.80894, 10
1453896978, 40, 0, 37, 2, 51.32424, 10
1453896978, 40, 0, 37, 2, 47.51931, 10
1453896978, 40, 0, 37, 2, 44.05119, 10
1453896978, 40, 0, 37, 2, 42.83667, 10
1453896978, 40, 0, 37, 2, 43.97393, 10
1453896978, 40, 0, 37, 2, 46.43144, 10
1453896978, 40, 0, 37, 2, 49.60026, 10
1453896978, 40, 0, 40, 0, 23.54565, 10
1453896978, 40, 0, 40, 0, 26.52227, 10
1453896978, 40, 0, 40, 0, 30.96289, 10
1453896978, 40, 0, 40, 1, 35.52132, 10
1453896978, 40, 0, 40, 1, 40.50815, 10
1453896978, 40, 0, 40, 1, 45.40898, 10
1453896978, 40, 0, 40, 1, 50.09948, 10
1453896978, 40, 0, 40, 1, 54.98961, 10
1453896978, 40, 0, 40, 1, 59.98814, 10
1453896978, 40, 0, 40, 1, 64.64951, 10
1453896978, 40, 0, 40, 1, 68.95773, 10
1453896978, 40, 0, 40, 1, 74.07435, 10
1453896978, 40, 0, 40, 1, 79.71991, 10
1453896978, 40, 0, 40, 1, 85.50196, 10
1453896978, 40, 0, 40, 1, 92.37476, 10
1453896978, 40, 0, 40, 1, 93.84576, 10
1453896978, 40, 0, 40, 1, 89.42016, 10
1453896978, 40, 0, 37, 2, 83.34078, 10
1453896978, 40, 0, 37, 2, 77.43443, 10
1453896978, 40, 0, 37, 2, 70.78413, 10
1453896978, 40, 0, 37, 2, 64.61796, 10
1453896978, 40, 0, 37, 2, 58.92561, 10
1453896978, 40, 0, 37, 2, 54.80894, 10
1453896978, 40, 0, 37, 2, 51.32424, 10
1453896978, 40, 0, 37, 2, 47.51931, 10
1453896978, 40, 0, 37, 2, 44.05119, 10
1453896978, 40, 0, 37, 2, 42.83667, 10
1453896978, 40, 0, 37, 2, 43.97393, 10
1453896978, 40, 0, 37, 2, 46.43144, 10
1453896978, 40, 0, 37, 2, 49.60026, 10
1453896978, 40, 0, 37, 2, 53.84306, 10
1453896978, 40, 0, 37, 2, 59.51909, 10
1453896978, 40, 0, 37, 2, 64.9595, 10
1453896978, 40, 0, 37, 2, 70.63687, 10
1453896978, 40, 0, 37, 2, 76.38117, 10
1453896978, 40, 0, 37, 2, 77.68733, 10
1453896978, 40, 0, 37, 2, 73.30714, 10
1453896978, 40, 0, 37, 2, 67.8613, 10
1453896978, 40, 0, 37, 2, 61.70256, 10
1453896978, 40, 0, 37, 2, 54.80456, 10
1453896978, 40, 0, 37, 2, 47.98274, 10
1453896978, 40, 0, 37, 2, 41.84587, 10
1453896978, 40, 0, 37, 2, 36.19527, 10
1453896978, 40, 0, 37, 2, 30.7173, 10
1453896978, 40, 0, 37, 2, 25.07509, 10
1453896978, 40, 0, 37, 2, 19.51333, 10
1453896978, 40, 0, 37, 2, 14.11309, 10
1453896978, 40, 0, 37, 2, 8.509395, 10
1453896978, 40, 0, 37, 2, 3.940464, 10
1453896978, 40, 0, 37, 2, 3.602789, 10
1453896978, 40, 0, 37, 2, 3.776467, 10
1453896978, 40, 0, 37, 2, 3.903965, 10
1453896978, 40, 0, 37, 2, 3.960603, 10
1453896978, 40, 0, 37, 2, 4.152008, 10
1453896978, 40, 0, 37, 2, 6.554415, 10
1453896978, 40, 0, 37, 2, 11.46578, 10
1453896978, 40, 0, 37, 2, 16.91826, 10
1453896978, 40, 0, 37, 2, 22.94609, 10
1453896978, 40, 0, 37, 2, 28.14338, 10
1453896978, 40, 0, 37, 2, 32.82481, 10
1453897147, 40, 0, 40, 1, 57.48609, 10
1453897147, 40, 0, 40, 1, 60.14532, 10
1453897147, 40, 0, 40, 1, 60.35618, 10
1453897147, 40, 0, 40, 1, 58.96129, 10
1453897147, 40, 0, 40, 1, 56.67616, 10
1453897147, 40, 0, 40, 1, 53.16671, 10
1453897147, 40, 0, 40, 1, 49.67572, 10
1453897147, 40, 0, 40, 1, 47.08092, 10
1453897147, 40, 0, 40, 1, 45.49835, 10
1453897147, 40, 0, 40, 1, 44.07579, 10
1453897147, 40, 0, 40, 2, 43.97732, 10
1453897147, 40, 0, 40, 2, 43.22867, 10
1453897147, 40, 0, 40, 2, 41.688, 10
1453897147, 40, 0, 40, 2, 40.5326, 10
1453897147, 40, 0, 40, 2, 39.8111, 10
1453897147, 40, 0, 40, 2, 39.60303, 10
1453897147, 40, 0, 40, 2, 43.58696, 10
1453897147, 40, 0, 40, 2, 47.87891, 10
1453897147, 40, 0, 40, 2, 51.56151, 10
1453897147, 40, 0, 40, 2, 54.87846, 10
1453897147, 40, 0, 40, 2, 58.84741, 10
1453897147, 40, 0, 40, 2, 63.6271, 10
